idade,escolaridade,estado_civil,regiao,num_dependentes,tipo_contrato,anos_emprego,renda_mensal,valor_emprestimo,prazo_meses,taxa_juros_mensal,historico_pagamentos,score_credito,inadimplente
35,Médio,Solteiro,Sul,2,CLT,6.4,3132.84,31100.0,24,2.37,Bom,596,0
31,Superior,Solteiro,Sudeste,1,CLT,1.1,5488.51,48300.0,60,1.44,Bom,610,0
18,Pós-graduação,Solteiro,Norte,0,Servidor Público,1.4,4316.87,53100.0,72,1.4,Bom,667,0
47,Médio,Solteiro,Sudeste,3,CLT,0.4,1502.16,17200.0,24,1.21,Excelente,680,0
52,Superior,Divorciado,Norte,0,Servidor Público,6.5,6793.0,29300.0,60,1.23,Bom,705,0
45,Superior,Solteiro,Sul,4,Autônomo,6.3,3989.08,19800.0,60,2.03,Excelente,733,0
25,Pós-graduação,Casado,Nordeste,0,Empresário,0.3,9883.36,37300.0,48,1.52,Regular,641,0
35,Médio,Casado,Centro-Oeste,0,CLT,1.2,1947.7,33700.0,48,1.7,Ruim,423,0
37,Superior,Divorciado,Sudeste,1,CLT,2.4,1320.0,16700.0,36,1.76,Excelente,725,0
44,Médio,Viúvo,Norte,1,Autônomo,3.1,2928.04,46400.0,60,4.05,Bom,662,0
45,Superior,Casado,Sul,2,Autônomo,3.0,3751.43,41700.0,36,2.73,Bom,610,0
29,Fundamental,Viúvo,Nordeste,4,Autônomo,16.3,1492.01,8800.0,48,2.12,Excelente,714,0
38,Superior,Casado,Nordeste,1,Autônomo,5.8,7140.88,88500.0,72,2.94,Regular,571,0
43,Médio,Viúvo,Sudeste,0,Autônomo,0.5,3251.7,34400.0,24,2.35,Bom,612,0
54,Médio,Casado,Norte,2,Empresário,1.4,1683.56,15400.0,48,2.1,Bom,537,0
45,Superior,Solteiro,Sudeste,2,Empresário,1.7,6765.01,58000.0,48,2.15,Excelente,689,0
46,Superior,Casado,Nordeste,1,CLT,1.5,6812.24,86900.0,36,2.25,Excelente,739,0
38,Superior,Casado,Sudeste,0,CLT,6.2,1320.0,16200.0,48,2.01,Ruim,413,1
53,Superior,Casado,Nordeste,1,CLT,1.8,5520.4,29100.0,12,2.46,Ruim,445,0
42,Médio,Solteiro,Centro-Oeste,2,CLT,2.7,2247.22,34300.0,48,1.2,Excelente,683,0
28,Médio,Casado,Sul,1,CLT,3.0,4796.17,60200.0,48,1.62,Bom,624,0
53,Médio,Divorciado,Centro-Oeste,2,CLT,1.3,1473.17,16300.0,48,1.6,Excelente,686,0
45,Fundamental,Solteiro,Sudeste,0,Empresário,1.6,2280.14,32500.0,24,2.97,Regular,567,0
33,Superior,Casado,Sudeste,3,CLT,6.1,6595.54,35000.0,24,2.24,Excelente,698,0
32,Superior,Casado,Sudeste,0,Servidor Público,8.1,3264.48,54800.0,48,0.81,Bom,640,0
41,Superior,Viúvo,Sul,1,CLT,0.2,7423.43,52400.0,24,1.89,Bom,647,0
43,Superior,Divorciado,Sudeste,2,Autônomo,3.7,6513.24,45200.0,36,3.33,Excelente,694,0
40,Superior,Casado,Sudeste,2,CLT,4.0,6261.65,95300.0,72,2.3,Bom,692,0
41,Fundamental,Casado,Sudeste,0,CLT,5.3,1753.84,14000.0,24,2.0,Ruim,432,0
56,Fundamental,Solteiro,Sudeste,3,Servidor Público,4.7,1320.0,20400.0,48,0.81,Excelente,684,0
49,Superior,Casado,Sudeste,2,Empresário,8.4,5803.84,46000.0,60,1.53,Regular,535,0
40,Médio,Casado,Centro-Oeste,0,CLT,0.3,3039.36,34200.0,24,1.87,Excelente,659,0
48,Fundamental,Divorciado,Nordeste,2,Autônomo,2.0,1746.1,11300.0,36,2.76,Excelente,625,0
26,Médio,Casado,Sudeste,2,Autônomo,6.1,3844.88,53700.0,48,3.53,Bom,592,0
42,Superior,Solteiro,Nordeste,2,CLT,7.5,3014.94,16600.0,36,1.2,Ruim,432,1
57,Médio,Casado,Centro-Oeste,3,CLT,1.2,1401.04,23100.0,24,1.66,Excelente,651,0
35,Superior,Solteiro,Nordeste,2,Servidor Público,3.5,4716.1,40400.0,36,1.03,Ruim,491,0
28,Superior,Solteiro,Sudeste,1,CLT,0.8,4026.54,40600.0,24,1.33,Excelente,678,0
30,Médio,Solteiro,Sul,2,CLT,7.6,3188.62,10700.0,84,1.46,Ruim,452,1
26,Superior,Solteiro,Nordeste,2,Empresário,5.2,3155.59,55700.0,36,2.79,Excelente,698,0
29,Superior,Divorciado,Nordeste,2,CLT,1.0,5156.98,78400.0,48,1.56,Excelente,665,0
33,Superior,Solteiro,Sul,1,CLT,3.9,7832.68,76000.0,36,1.87,Ruim,487,0
22,Superior,Solteiro,Sudeste,3,Servidor Público,2.8,7318.26,123000.0,48,1.46,Excelente,770,0
38,Fundamental,Viúvo,Centro-Oeste,1,CLT,1.2,2481.09,42100.0,48,1.93,Excelente,682,0
47,Superior,Casado,Centro-Oeste,2,Autônomo,8.9,4318.44,47500.0,60,3.91,Ruim,530,0
28,Médio,Solteiro,Nordeste,1,CLT,0.6,3579.92,23300.0,72,2.2,Ruim,430,0
54,Pós-graduação,Solteiro,Sul,2,Empresário,2.5,4330.39,44600.0,36,2.07,Regular,517,0
43,Superior,Solteiro,Sudeste,1,CLT,3.5,4948.25,39000.0,24,2.47,Ruim,488,0
49,Superior,Solteiro,Sul,2,CLT,6.9,5136.49,49900.0,84,1.44,Excelente,754,0
30,Médio,Solteiro,Sudeste,0,CLT,0.7,3127.77,52100.0,72,1.92,Bom,600,0
47,Médio,Casado,Sul,2,CLT,3.8,2193.04,15900.0,36,2.24,Regular,532,0
25,Médio,Solteiro,Nordeste,1,Servidor Público,0.0,1689.55,26300.0,72,1.24,Ruim,405,0
47,Médio,Casado,Sudeste,2,CLT,6.9,3927.94,66900.0,60,2.23,Ruim,412,0
39,Médio,Divorciado,Nordeste,1,CLT,1.1,3157.31,47600.0,36,1.55,Excelente,637,0
44,Médio,Casado,Sul,0,CLT,5.1,4470.02,48800.0,72,1.57,Bom,644,0
25,Médio,Divorciado,Sudeste,1,Empresário,3.7,1320.0,15100.0,60,1.96,Bom,636,0
28,Pós-graduação,Casado,Sudeste,4,CLT,0.2,10863.77,150000.0,60,1.61,Regular,595,1
44,Fundamental,Casado,Sudeste,2,CLT,0.8,1320.0,4800.0,36,1.96,Excelente,620,0
27,Pós-graduação,Casado,Nordeste,1,Autônomo,1.2,14461.74,150000.0,60,4.43,Excelente,757,0
43,Pós-graduação,Solteiro,Sudeste,3,Servidor Público,8.7,11779.56,128800.0,36,0.87,Excelente,755,0
22,Médio,Solteiro,Sudeste,2,Autônomo,2.6,3699.57,33100.0,60,2.95,Bom,581,1
47,Superior,Casado,Sul,1,CLT,9.8,7021.49,101800.0,36,1.48,Excelente,733,0
24,Médio,Casado,Sul,2,CLT,0.2,1657.62,11600.0,36,1.55,Excelente,587,0
44,Superior,Casado,Nordeste,1,CLT,0.0,4605.89,75700.0,60,1.69,Bom,543,0
44,Médio,Divorciado,Sudeste,0,Autônomo,11.8,3506.11,46700.0,24,3.36,Bom,597,0
30,Médio,Casado,Nordeste,2,CLT,5.1,2978.01,36200.0,72,1.39,Regular,489,0
44,Superior,Casado,Centro-Oeste,0,CLT,6.1,8499.88,92200.0,48,2.02,Bom,730,0
40,Médio,Casado,Sul,1,CLT,9.9,2509.96,15500.0,48,1.87,Bom,753,0
32,Superior,Viúvo,Sul,2,Empresário,16.7,6819.55,83600.0,36,1.84,Excelente,842,0
26,Médio,Divorciado,Nordeste,3,Autônomo,0.4,2986.72,41400.0,48,3.78,Excelente,659,0
18,Médio,Divorciado,Nordeste,0,CLT,0.7,2980.63,9500.0,60,1.87,Regular,510,0
41,Fundamental,Solteiro,Sudeste,1,CLT,0.8,2211.06,18800.0,72,2.29,Bom,583,0
20,Fundamental,Casado,Sul,2,CLT,6.8,1959.22,30300.0,72,2.31,Excelente,688,0
39,Médio,Solteiro,Sul,2,CLT,1.8,1320.0,16500.0,36,2.47,Excelente,714,0
35,Fundamental,Solteiro,Sudeste,3,Autônomo,3.6,1320.0,16100.0,48,2.76,Excelente,621,1
45,Fundamental,Divorciado,Sul,0,Servidor Público,7.7,2497.2,16100.0,60,1.07,Regular,564,0
34,Superior,Solteiro,Sudeste,2,Servidor Público,4.6,4677.89,58400.0,60,1.2,Ruim,453,1
34,Fundamental,Viúvo,Sudeste,0,Empresário,0.3,2077.62,30700.0,72,2.43,Bom,600,0
46,Superior,Solteiro,Sul,2,CLT,2.4,5958.07,53800.0,72,2.4,Regular,491,0
41,Médio,Divorciado,Sul,0,Servidor Público,0.3,3100.95,17800.0,60,0.9,Excelente,674,0
41,Superior,Solteiro,Nordeste,3,Autônomo,2.6,5821.24,24200.0,60,2.14,Ruim,401,1
43,Médio,Casado,Centro-Oeste,0,CLT,1.0,2654.53,28100.0,60,1.44,Ruim,500,1
21,Médio,Solteiro,Norte,2,Empresário,0.0,3729.9,49500.0,72,2.98,Excelente,684,0
46,Médio,Casado,Sudeste,0,Empresário,6.7,3483.13,18900.0,36,1.99,Regular,602,0
44,Médio,Solteiro,Centro-Oeste,2,Servidor Público,13.9,2247.23,20900.0,60,0.94,Bom,625,0
26,Superior,Casado,Sudeste,2,CLT,13.3,2048.16,23600.0,72,1.73,Regular,554,0
35,Fundamental,Solteiro,Centro-Oeste,0,CLT,1.4,1320.0,7000.0,36,2.21,Bom,661,0
37,Pós-graduação,Solteiro,Sul,0,Empresário,7.1,6061.3,42700.0,12,1.85,Excelente,777,0
36,Médio,Solteiro,Sul,0,CLT,4.5,1320.0,16000.0,12,2.26,Regular,548,0
41,Médio,Casado,Norte,0,Servidor Público,6.4,4867.07,67500.0,24,0.82,Excelente,771,0
53,Superior,Divorciado,Sudeste,0,Autônomo,7.5,7915.55,99300.0,72,4.48,Bom,755,0
49,Médio,Divorciado,Norte,1,Servidor Público,15.7,3908.98,53600.0,24,1.24,Ruim,553,0
23,Superior,Solteiro,Sudeste,2,CLT,0.7,6990.92,82000.0,60,2.23,Bom,665,0
44,Médio,Casado,Sudeste,2,CLT,5.9,3016.2,46900.0,72,1.4,Regular,574,0
52,Superior,Casado,Sudeste,0,Servidor Público,5.3,5833.17,89800.0,72,1.28,Excelente,725,0
42,Fundamental,Solteiro,Nordeste,0,CLT,1.4,1936.98,28900.0,36,2.41,Regular,532,0
50,Superior,Casado,Sudeste,2,Autônomo,2.0,3987.44,46400.0,48,2.4,Bom,630,0
60,Superior,Casado,Norte,1,Servidor Público,0.8,10674.5,150000.0,36,1.03,Bom,690,0
49,Médio,Solteiro,Sul,0,CLT,9.8,3151.25,11300.0,24,1.79,Ruim,496,0
40,Fundamental,Solteiro,Nordeste,1,CLT,8.5,1669.22,9900.0,24,1.97,Ruim,445,0
49,Médio,Solteiro,Sudeste,0,Autônomo,3.8,4112.12,62200.0,24,3.5,Bom,558,0
39,Pós-graduação,Casado,Sudeste,0,CLT,2.9,7600.48,117000.0,36,1.57,Ruim,511,0
38,Médio,Solteiro,Sudeste,2,CLT,1.1,2652.13,40500.0,24,1.37,Excelente,665,0
34,Médio,Solteiro,Sudeste,0,Empresário,6.2,3016.26,48500.0,36,2.17,Excelente,715,0
55,Fundamental,Solteiro,Sul,3,Autônomo,0.0,2671.49,24900.0,72,4.18,Bom,643,1
28,Médio,Solteiro,Sudeste,3,Empresário,2.5,2238.96,38000.0,60,2.45,Regular,516,0
54,Superior,Solteiro,Sudeste,2,CLT,7.9,2441.97,15000.0,60,1.26,Excelente,670,0
43,Pós-graduação,Divorciado,Sudeste,1,Autônomo,3.9,11049.19,150000.0,60,3.18,Excelente,791,0
22,Médio,Solteiro,Sudeste,0,CLT,4.0,1552.64,17600.0,12,1.44,Regular,538,0
42,Superior,Casado,Sul,1,CLT,0.3,9373.36,51200.0,60,2.0,Ruim,519,0
18,Médio,Casado,Sul,1,Empresário,1.4,2410.14,33800.0,24,2.85,Regular,503,0
44,Fundamental,Casado,Norte,3,CLT,4.5,1320.0,9800.0,36,1.54,Ruim,381,0
47,Médio,Casado,Norte,0,CLT,0.2,2415.51,15200.0,36,1.83,Regular,509,0
31,Superior,Solteiro,Sudeste,2,Servidor Público,1.6,2845.58,15900.0,24,1.42,Excelente,615,0
39,Pós-graduação,Divorciado,Norte,2,Servidor Público,1.7,8558.19,29400.0,24,0.85,Excelente,711,0
59,Superior,Casado,Centro-Oeste,2,Empresário,2.8,6000.71,86800.0,84,2.12,Regular,602,0
32,Médio,Divorciado,Sul,1,CLT,1.8,2520.08,26000.0,48,1.36,Regular,502,0
26,Médio,Casado,Sul,2,CLT,2.4,1320.0,23300.0,48,2.47,Regular,464,1
54,Médio,Viúvo,Norte,4,CLT,3.2,2990.89,28700.0,60,2.39,Regular,490,0
59,Pós-graduação,Casado,Centro-Oeste,0,Autônomo,0.5,12806.9,150000.0,60,2.42,Bom,717,0
38,Superior,Viúvo,Nordeste,0,CLT,0.8,5579.7,97800.0,24,2.21,Ruim,437,0
49,Superior,Casado,Nordeste,1,CLT,7.1,5175.56,17300.0,60,1.23,Regular,579,0
52,Médio,Casado,Sudeste,1,Autônomo,2.5,2287.27,10500.0,72,2.86,Excelente,683,1
29,Médio,Casado,Sul,0,Autônomo,1.8,1320.0,10800.0,48,4.0,Regular,522,0
32,Médio,Divorciado,Sudeste,0,CLT,2.3,2801.69,45000.0,48,1.34,Bom,617,0
51,Médio,Viúvo,Sul,0,Empresário,0.8,3480.38,54200.0,72,2.39,Excelente,742,0
56,Médio,Solteiro,Sudeste,2,CLT,1.1,1475.61,12500.0,60,2.0,Bom,586,0
44,Fundamental,Casado,Sudeste,1,Servidor Público,2.9,2670.81,16000.0,84,1.49,Bom,587,0
28,Fundamental,Solteiro,Sul,3,Empresário,1.8,1320.0,19800.0,36,2.23,Bom,595,0
59,Superior,Casado,Sudeste,1,CLT,2.6,5318.03,63600.0,72,1.3,Bom,634,0
32,Superior,Solteiro,Sudeste,2,CLT,0.6,6110.81,21200.0,48,1.89,Bom,626,0
34,Médio,Solteiro,Sudeste,1,CLT,0.7,1320.0,19900.0,36,2.08,Regular,537,0
41,Médio,Divorciado,Sudeste,2,Servidor Público,1.9,1320.0,22900.0,72,1.13,Regular,543,0
55,Médio,Solteiro,Sudeste,1,CLT,1.9,3530.5,12800.0,84,1.81,Regular,501,0
47,Superior,Casado,Centro-Oeste,0,Autônomo,8.6,4172.51,30400.0,12,3.76,Regular,637,0
42,Superior,Casado,Norte,3,Autônomo,0.1,4267.36,65300.0,72,2.6,Bom,591,0
43,Superior,Solteiro,Sul,3,CLT,19.8,5832.88,68700.0,24,1.43,Excelente,776,0
38,Superior,Solteiro,Sul,1,Empresário,12.5,4728.65,84400.0,24,2.47,Bom,649,0
44,Médio,Casado,Nordeste,4,Servidor Público,3.1,2001.7,33500.0,12,1.13,Excelente,668,0
18,Médio,Solteiro,Sudeste,1,CLT,5.1,1320.0,7500.0,72,2.25,Bom,566,0
34,Médio,Divorciado,Nordeste,1,CLT,10.9,3837.26,50300.0,60,2.43,Ruim,499,0
40,Médio,Viúvo,Sudeste,2,CLT,1.2,2186.82,28000.0,12,2.12,Regular,557,1
25,Superior,Solteiro,Nordeste,1,Servidor Público,1.5,5887.19,27500.0,48,1.39,Bom,627,0
42,Médio,Solteiro,Norte,1,CLT,0.5,2039.01,8900.0,24,2.02,Regular,545,0
35,Fundamental,Casado,Centro-Oeste,1,Empresário,3.3,2077.7,24000.0,60,2.82,Regular,530,0
57,Médio,Casado,Sul,1,CLT,0.7,3654.83,33100.0,36,1.34,Bom,568,0
55,Pós-graduação,Solteiro,Nordeste,0,CLT,10.7,7161.43,80100.0,12,1.58,Ruim,529,1
32,Médio,Solteiro,Nordeste,0,Autônomo,2.3,3032.99,20000.0,60,3.52,Bom,616,0
36,Superior,Casado,Nordeste,3,CLT,10.1,5757.54,65300.0,48,1.6,Regular,605,0
37,Médio,Viúvo,Sul,1,Servidor Público,0.9,3419.71,29900.0,60,1.11,Excelente,668,0
33,Fundamental,Casado,Nordeste,0,CLT,4.7,2866.33,46800.0,60,1.37,Excelente,717,0
40,Médio,Casado,Sul,2,Empresário,4.2,1508.82,11500.0,36,2.06,Ruim,384,1
29,Superior,Viúvo,Sudeste,0,Servidor Público,2.0,5972.19,95900.0,60,0.9,Bom,663,0
25,Médio,Casado,Centro-Oeste,0,Servidor Público,9.1,1320.0,11700.0,12,0.98,Regular,559,0
44,Superior,Casado,Sudeste,4,CLT,2.3,4763.03,55600.0,36,1.47,Regular,515,0
44,Médio,Casado,Centro-Oeste,3,CLT,0.9,2404.27,17500.0,60,2.24,Ruim,399,1
29,Fundamental,Viúvo,Centro-Oeste,0,CLT,15.1,1320.0,20000.0,60,1.71,Excelente,730,0
47,Pós-graduação,Casado,Sul,3,Empresário,2.3,5180.52,81100.0,72,1.68,Regular,538,0
31,Médio,Divorciado,Centro-Oeste,3,CLT,0.9,1797.57,27200.0,48,1.66,Bom,567,0
40,Superior,Casado,Norte,2,CLT,1.8,7455.82,93900.0,72,1.58,Bom,614,0
47,Superior,Casado,Sudeste,1,Empresário,3.8,4287.59,32500.0,48,2.7,Excelente,663,0
37,Médio,Solteiro,Centro-Oeste,0,CLT,2.9,2190.78,27500.0,48,1.44,Regular,522,0
43,Superior,Solteiro,Sudeste,0,CLT,4.0,5644.8,98200.0,24,2.2,Bom,647,0
32,Fundamental,Casado,Sudeste,2,Autônomo,4.3,2667.89,34000.0,60,3.46,Excelente,588,0
35,Médio,Solteiro,Sudeste,2,Empresário,0.5,3916.2,67900.0,60,1.93,Regular,522,1
35,Fundamental,Casado,Sudeste,2,CLT,1.5,2265.18,17100.0,48,2.42,Excelente,726,0
29,Superior,Solteiro,Sul,0,Empresário,5.5,5587.18,87700.0,24,3.0,Bom,684,0
36,Médio,Divorciado,Norte,0,CLT,4.2,4512.9,62200.0,24,1.41,Bom,641,0
20,Superior,Solteiro,Centro-Oeste,1,Servidor Público,0.4,4971.3,76000.0,24,0.99,Regular,517,0
32,Pós-graduação,Divorciado,Sudeste,2,CLT,1.5,12575.16,150000.0,36,1.55,Ruim,462,0
34,Médio,Casado,Sudeste,0,CLT,10.7,3569.68,36400.0,24,1.75,Regular,616,0
35,Médio,Solteiro,Sudeste,2,Servidor Público,7.9,3988.12,53000.0,72,1.16,Bom,652,0
35,Médio,Casado,Sudeste,2,CLT,4.4,3613.29,61400.0,72,1.79,Excelente,651,0
37,Médio,Solteiro,Sudeste,0,CLT,0.3,2572.27,23800.0,72,1.85,Regular,556,0
43,Médio,Solteiro,Sudeste,0,CLT,3.7,4832.87,83500.0,48,2.02,Ruim,492,1
47,Superior,Casado,Sudeste,0,Autônomo,0.0,9351.85,35000.0,48,2.65,Bom,653,0
30,Pós-graduação,Solteiro,Sudeste,3,CLT,4.3,11828.29,38000.0,72,1.53,Excelente,751,0
24,Pós-graduação,Viúvo,Sudeste,1,CLT,5.3,17357.74,150000.0,36,1.42,Excelente,824,0
26,Superior,Solteiro,Nordeste,1,CLT,2.8,3978.11,62600.0,12,2.12,Bom,640,0
32,Superior,Casado,Sudeste,2,CLT,0.0,5305.86,35600.0,48,2.28,Bom,580,0
34,Médio,Casado,Sul,1,Autônomo,4.4,3193.14,42800.0,48,2.79,Excelente,711,0
29,Superior,Casado,Sudeste,0,Servidor Público,6.9,3924.65,44000.0,48,1.05,Bom,656,0
23,Superior,Casado,Norte,2,Autônomo,3.5,4915.37,36200.0,24,2.31,Ruim,480,0
32,Médio,Casado,Nordeste,2,CLT,4.9,1978.18,14400.0,60,1.8,Excelente,697,0
39,Pós-graduação,Casado,Centro-Oeste,0,Autônomo,0.4,6118.75,25100.0,60,2.73,Regular,565,0
44,Médio,Casado,Norte,0,CLT,5.0,4318.02,47700.0,24,1.61,Bom,676,0
31,Superior,Solteiro,Sudeste,2,Empresário,3.8,5229.46,51000.0,48,2.67,Regular,506,1
33,Superior,Casado,Norte,2,Autônomo,1.6,4745.31,34800.0,60,3.02,Ruim,424,1
27,Pós-graduação,Solteiro,Sudeste,0,CLT,4.6,6018.52,105700.0,12,2.47,Bom,634,0
37,Médio,Solteiro,Sudeste,2,CLT,4.1,3175.83,48500.0,36,1.68,Excelente,666,0
28,Superior,Casado,Centro-Oeste,3,Autônomo,3.7,9604.79,104400.0,48,2.14,Regular,568,0
44,Médio,Casado,Sudeste,0,Autônomo,0.8,1967.6,21300.0,72,2.04,Excelente,636,0
18,Médio,Casado,Centro-Oeste,1,CLT,1.4,1923.71,11400.0,60,1.41,Ruim,445,1
34,Superior,Casado,Sudeste,2,CLT,19.0,4809.19,61300.0,24,2.32,Excelente,796,0
41,Superior,Solteiro,Centro-Oeste,0,Autônomo,2.3,6691.93,115800.0,48,3.45,Excelente,710,0
40,Superior,Solteiro,Sudeste,2,CLT,0.2,6466.58,106500.0,36,2.01,Ruim,376,0
67,Médio,Solteiro,Sul,3,CLT,9.2,2372.77,10100.0,36,2.18,Ruim,425,1
41,Médio,Casado,Norte,2,CLT,0.8,3922.39,14900.0,48,1.77,Excelente,672,0
26,Superior,Casado,Nordeste,0,CLT,2.1,4773.0,83100.0,48,2.44,Regular,599,0
36,Médio,Solteiro,Norte,2,CLT,1.3,1320.0,7900.0,24,2.42,Excelente,633,0
18,Médio,Casado,Nordeste,1,Autônomo,13.3,2183.38,24600.0,24,2.66,Excelente,758,0
37,Pós-graduação,Casado,Centro-Oeste,0,CLT,1.9,7888.72,32500.0,24,2.49,Excelente,723,0
28,Médio,Casado,Sudeste,0,Servidor Público,4.9,1866.11,29200.0,72,1.28,Excelente,710,0
48,Superior,Casado,Sul,3,Autônomo,3.6,2507.81,12000.0,12,3.81,Bom,617,1
31,Médio,Casado,Sudeste,1,CLT,0.2,2912.88,36900.0,24,1.29,Bom,617,0
36,Médio,Casado,Sudeste,3,Empresário,1.9,2046.62,7900.0,84,2.76,Bom,551,0
31,Médio,Solteiro,Nordeste,0,Servidor Público,2.0,1677.06,9000.0,12,1.07,Regular,516,1
57,Médio,Solteiro,Sudeste,2,Autônomo,18.4,3727.53,39800.0,12,2.43,Bom,707,0
34,Médio,Solteiro,Norte,0,Autônomo,6.7,2152.14,7900.0,36,3.19,Excelente,658,0
58,Médio,Casado,Sudeste,0,CLT,7.8,3179.92,18900.0,24,1.24,Excelente,744,0
46,Médio,Divorciado,Nordeste,4,Empresário,1.5,1648.48,8300.0,48,1.98,Regular,448,0
43,Fundamental,Casado,Sul,0,Servidor Público,1.6,1926.33,7000.0,36,1.3,Bom,567,0
42,Médio,Solteiro,Sudeste,1,Autônomo,2.9,2164.11,38000.0,24,2.31,Excelente,660,0
42,Médio,Casado,Norte,3,CLT,4.0,2484.61,24200.0,84,1.75,Regular,494,0
18,Fundamental,Divorciado,Sudeste,2,Autônomo,5.2,2478.8,39400.0,36,2.17,Bom,616,0
34,Pós-graduação,Divorciado,Sudeste,1,CLT,6.9,10950.93,91700.0,48,1.87,Excelente,792,0
47,Superior,Casado,Sudeste,2,CLT,8.3,6262.88,22800.0,72,1.89,Regular,586,0
37,Superior,Divorciado,Sul,2,Servidor Público,0.1,7982.24,107200.0,72,1.46,Regular,531,0
22,Médio,Solteiro,Sudeste,0,Empresário,6.4,2704.86,9700.0,36,2.47,Ruim,495,0
37,Pós-graduação,Solteiro,Centro-Oeste,0,CLT,3.8,4207.64,47500.0,84,2.43,Bom,643,0
56,Superior,Solteiro,Sudeste,1,CLT,3.0,6233.67,31700.0,60,1.72,Excelente,745,0
51,Superior,Casado,Sudeste,1,CLT,4.0,6726.89,87900.0,48,1.72,Bom,588,1
37,Médio,Solteiro,Sul,0,Empresário,8.5,1320.0,21600.0,60,2.35,Excelente,722,0
48,Pós-graduação,Casado,Nordeste,0,Autônomo,3.2,8821.17,150000.0,36,3.91,Ruim,487,0
33,Superior,Casado,Nordeste,1,Autônomo,0.7,7408.09,80900.0,36,3.82,Excelente,740,0
19,Superior,Solteiro,Sul,1,CLT,2.3,7823.48,86000.0,48,2.31,Ruim,533,0
27,Médio,Divorciado,Sudeste,1,CLT,10.3,2884.01,10300.0,36,1.57,Ruim,435,0
55,Médio,Solteiro,Sul,0,CLT,6.7,1734.74,25200.0,60,1.33,Regular,577,1
34,Médio,Casado,Nordeste,2,CLT,0.9,1835.09,31800.0,36,1.34,Excelente,635,0
35,Médio,Casado,Nordeste,3,Servidor Público,5.0,4480.79,42900.0,60,1.08,Bom,564,0
34,Superior,Solteiro,Norte,0,CLT,1.2,2802.1,41800.0,24,1.82,Bom,642,0
58,Fundamental,Casado,Sudeste,0,CLT,1.7,1600.12,23900.0,24,2.03,Regular,579,1
55,Fundamental,Divorciado,Sudeste,2,Autônomo,2.5,2368.87,35000.0,60,2.2,Bom,660,0
62,Médio,Divorciado,Sudeste,3,CLT,2.3,2660.71,38300.0,36,2.49,Bom,597,0
36,Médio,Divorciado,Sudeste,0,CLT,0.1,2108.4,13100.0,60,1.73,Bom,558,0
41,Médio,Solteiro,Sudeste,0,CLT,5.9,2397.91,34200.0,60,1.91,Excelente,697,0
21,Superior,Casado,Sul,0,Servidor Público,7.5,4286.73,22100.0,36,1.16,Bom,657,0
54,Superior,Solteiro,Nordeste,2,CLT,3.0,2090.17,28600.0,12,1.93,Bom,629,0
25,Fundamental,Solteiro,Sudeste,4,CLT,0.8,2364.16,7200.0,24,1.32,Bom,567,0
40,Médio,Solteiro,Nordeste,2,Servidor Público,1.1,2246.34,37700.0,60,1.44,Excelente,596,0
25,Médio,Solteiro,Sudeste,2,Autônomo,0.5,1887.04,29100.0,72,2.22,Bom,600,0
31,Fundamental,Divorciado,Norte,2,CLT,0.7,2112.08,28000.0,36,2.08,Bom,587,0
28,Superior,Solteiro,Norte,0,CLT,8.4,3205.5,14200.0,24,2.08,Bom,681,0
31,Superior,Casado,Norte,2,Empresário,2.6,5172.51,79500.0,12,2.81,Excelente,702,0
32,Superior,Casado,Nordeste,1,CLT,0.5,5980.82,96500.0,24,1.31,Bom,653,0
31,Superior,Casado,Nordeste,0,Autônomo,1.2,3847.66,51300.0,84,4.06,Bom,625,0
47,Fundamental,Viúvo,Centro-Oeste,0,Empresário,11.9,2135.97,37700.0,24,2.01,Excelente,739,0
25,Pós-graduação,Solteiro,Sudeste,2,CLT,2.8,10150.93,44600.0,24,2.06,Bom,648,0
40,Superior,Casado,Centro-Oeste,2,CLT,2.9,3275.65,44600.0,60,1.48,Excelente,688,0
51,Pós-graduação,Casado,Nordeste,2,CLT,3.0,7094.08,77100.0,48,2.1,Ruim,460,0
32,Fundamental,Solteiro,Norte,0,CLT,0.5,2368.69,12300.0,48,1.7,Excelente,691,0
30,Pós-graduação,Casado,Sudeste,0,CLT,14.1,1844.97,23800.0,36,1.77,Regular,553,0
35,Superior,Divorciado,Sudeste,0,CLT,0.4,8724.78,130800.0,60,2.26,Bom,711,0
50,Superior,Solteiro,Centro-Oeste,0,Autônomo,4.8,4746.82,26000.0,60,2.91,Regular,579,0
40,Fundamental,Solteiro,Norte,1,Empresário,0.2,1320.0,19700.0,36,2.34,Ruim,428,1
32,Superior,Solteiro,Sudeste,0,CLT,2.3,3434.65,15100.0,36,2.31,Regular,546,0
43,Pós-graduação,Casado,Sudeste,2,Autônomo,9.2,6797.99,80700.0,72,4.32,Excelente,762,0
25,Superior,Casado,Sudeste,2,CLT,5.9,5957.14,89200.0,24,1.73,Ruim,402,0
45,Superior,Casado,Sudeste,1,CLT,1.6,3948.26,20500.0,48,1.85,Excelente,684,0
42,Pós-graduação,Casado,Sul,2,CLT,3.2,13724.8,150000.0,60,1.65,Bom,689,0
34,Médio,Divorciado,Sudeste,0,Autônomo,0.7,1665.63,15600.0,48,2.94,Bom,589,0
28,Superior,Casado,Nordeste,1,Empresário,12.5,6472.71,78400.0,48,1.66,Ruim,548,0
